,name,description,url,start,end,organization_id,created,changed,published,capacity,capacity_is_custom,status,currency,listed,shareable,online_event,tx_time_limit,hide_start_date,hide_end_date,locale,is_locked,privacy_setting,is_series,is_series_parent,inventory_type,is_reserved_seating,show_pick_a_seat,show_seatmap_thumbnail,show_colors_in_seatmap_thumbnail,source,is_free,version,summary,facebook_event_id,logo_id,organizer_id,venue_id,category_id,subcategory_id,format_id,id,resource_uri,is_externally_ticketed,logo,vanity_url,series_id,status_code,error_description,error
56,Aly Keita Trio,Jazz e dintorni,https://www.eventbrite.com/e/aly-keita-trio-tickets-1462784781659,2025-07-17T20:00:00,2025-07-17T22:00:00,2825131695701,2025-07-04T08:26:18Z,2025-07-09T09:21:32Z,2025-07-04T08:27:41Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Jazz e dintorni,,1069700623,113364478101,277281113,103,3031,6,1462784781659,https://www.eventbriteapi.com/v3/events/1462784781659/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1069700623%2F2825131655421%2F1%2Foriginal.20250709-092053?auto=format%2Ccompress&q=75&sharp=10&s=066db181ce91d5b124042d1b8b82db89,,,,,
57,IL MUNACIELLO E LA BELLA 'MBRIANA,"Una contesa sul primato nella “tutela” della casa del compianto Pino Daniele, tra sfottò, dichiarazioni d’amore, esilaranti invenzioni.",https://www.eventbrite.it/e/il-munaciello-e-la-bella-mbriana-tickets-1466383706139,2025-08-02T19:00:00,2025-08-02T20:30:00,2826089644731,2025-07-05T10:35:02Z,2025-07-05T10:36:32Z,2025-07-05T10:36:32Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Una contesa sul primato nella “tutela” della casa del compianto Pino Daniele, tra sfottò, dichiarazioni d’amore, esilaranti invenzioni.",,1067057833,113391898711,277369583,105,5001,6,1466383706139,https://www.eventbriteapi.com/v3/events/1466383706139/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067057833%2F2826089584311%2F1%2Foriginal.20250705-103412?auto=format%2Ccompress&q=75&sharp=10&s=79779eb1ce632dffaf57a053c918fb96,,,,,
58,Animaux Formidables – Tony Who? Tour 2025,Concerto in anteprima regionale,https://www.eventbrite.com/e/animaux-formidables-tony-who-tour-2025-tickets-1462810418339,2025-07-18T21:00:00,2025-07-18T23:00:00,2825127013151,2025-07-04T08:37:35Z,2025-07-04T16:08:43Z,2025-07-04T08:40:49Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Concerto in anteprima regionale,,1066571643,113364367331,277281853,103,3999,6,1462810418339,https://www.eventbriteapi.com/v3/events/1462810418339/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066571643%2F2825126962801%2F1%2Foriginal.20250704-083634?auto=format%2Ccompress&q=75&sharp=10&s=f906c7a14675038f49ea95af321ccd87,,,,,
59,Italian Rêverie Duo - Chitarra & Soprano,"BARI GUITAR FEST 2025 - nell'ambito del progetto ""Le due Bari 2025""",https://www.eventbrite.it/e/italian-reverie-duo-chitarra-soprano-tickets-1476221782089,2025-07-25T20:30:00,2025-07-25T22:00:00,2828961266351,2025-07-09T08:50:59Z,2025-07-09T08:57:34Z,2025-07-09T08:57:34Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"BARI GUITAR FEST 2025 - nell'ambito del progetto ""Le due Bari 2025""",,1069684593,113501208561,277849543,105,5002,6,1476221782089,https://www.eventbriteapi.com/v3/events/1476221782089/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1069684593%2F2828960853481%2F1%2Foriginal.20250709-084438?auto=format%2Ccompress&q=75&sharp=10&s=c96077bc8e70dedafb5f49a5ce435010,,,,,
60,CURRICULUM! E'INTELLIGENTE MA NON SI APPLICA,"con MICHELE MIRABELLA e DUO MERCADANTE per ""Componimenti sotto le stelle 2025"" Direttore Artistico Rocco Debernardis",https://www.eventbrite.com/e/curriculum-eintelligente-ma-non-si-applica-tickets-1466837192529,2025-07-23T21:00:00,2025-07-23T22:30:00,2817354231901,2025-07-05T16:44:07Z,2025-07-05T16:47:58Z,2025-07-05T16:47:58Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"con MICHELE MIRABELLA e DUO MERCADANTE per ""Componimenti sotto le stelle 2025"" Direttore Artistico Rocco Debernardis",,1067148043,113074824621,277387853,103,3005,6,1466837192529,https://www.eventbriteapi.com/v3/events/1466837192529/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067148043%2F2817354080851%2F1%2Foriginal.20250705-163500?auto=format%2Ccompress&q=75&sharp=10&s=e4d6493c5e3d7950cd8718cecfc77703,,,,,
61,18.07 LA FESTA DEI GIOVANI MEDICI,Ingresso al botteghino 10 euro con consumazione inclusa,https://www.eventbrite.com/e/1807-la-festa-dei-giovani-medici-tickets-1485944111839,2025-07-18T20:00:00,2025-07-19T03:00:00,952272902303,2025-07-12T09:58:02Z,2025-07-15T15:38:48Z,2025-07-12T10:01:09Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Ingresso al botteghino 10 euro con consumazione inclusa,,1072061723,46709220703,278282213,103,,11,1485944111839,https://www.eventbriteapi.com/v3/events/1485944111839/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072061723%2F952270485503%2F1%2Foriginal.20250712-095858?auto=format%2Ccompress&q=75&sharp=10&s=cb7c042c051fd63766487f4495061841,,,,,
62,"""TANGO""",con SABRINA DENTE e ANNAMARIA GARIBLDI,https://www.eventbrite.it/e/tango-tickets-1467551208169,2025-07-17T21:00:00,2025-07-17T22:30:00,2806552777311,2025-07-06T10:24:55Z,2025-07-06T10:29:01Z,2025-07-06T10:29:01Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,con SABRINA DENTE e ANNAMARIA GARIBLDI,,1067391233,112679224671,277426253,105,5004,6,1467551208169,https://www.eventbriteapi.com/v3/events/1467551208169/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067391233%2F2588892254881%2F1%2Foriginal.20250706-102154?auto=format%2Ccompress&q=75&sharp=10&s=943ab2c3c4f6d847681ef8d284d23cab,,,,,
63,Mombao live tour 2025,Extra No Ordinaru Summer | Concerto in anteprima regionale,https://www.eventbrite.com/e/mombao-live-tour-2025-tickets-1463905794639,2025-08-06T21:00:00,2025-08-06T23:00:00,2825127013151,2025-07-04T10:00:30Z,2025-07-04T16:39:36Z,2025-07-04T10:04:13Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Extra No Ordinaru Summer | Concerto in anteprima regionale,,1066796993,113364367331,277288733,103,3017,6,1463905794639,https://www.eventbriteapi.com/v3/events/1463905794639/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066796993%2F2825126962801%2F1%2Foriginal.20250704-163907?auto=format%2Ccompress&q=75&sharp=10&s=e8b62deac1e2990e47ddb58d786b9f6c,,,,,
64,Gaetano Palermo – Swan,"Swan è una performance che si ispira all’assolo La morte del cigno, oltrepassando le definizioni di danza e teatro | ANTEPRIMA REGIONALE",https://www.eventbrite.com/e/biglietti-gaetano-palermo-swan-1463287725979,2025-07-26T19:30:00,2025-07-26T20:30:00,2825127013151,2025-07-04T09:10:11Z,2025-07-04T16:31:30Z,2025-07-04T09:12:42Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Swan è una performance che si ispira all’assolo La morte del cigno, oltrepassando le definizioni di danza e teatro | ANTEPRIMA REGIONALE",,1066583603,113364367331,277284603,105,5003,6,1463287725979,https://www.eventbriteapi.com/v3/events/1463287725979/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066583603%2F2825126962801%2F1%2Foriginal.20250704-090749?auto=format%2Ccompress&q=75&sharp=10&s=a0777124a9c1c13bc4014bc26f034378,,,,,
65,Calì,"Happy Hour, Party a bordo piscina.",https://www.eventbrite.it/e/cali-tickets-1473538526399,2025-07-17T19:30:00,2025-07-18T01:00:00,1718709675373,2025-07-08T12:03:41Z,2025-07-16T12:16:14Z,2025-07-08T12:16:18Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Happy Hour, Party a bordo piscina.",,1068860873,113489386381,277701473,116,16999,11,1473538526399,https://www.eventbriteapi.com/v3/events/1473538526399/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1068860873%2F1612859424223%2F1%2Foriginal.20250708-121354?auto=format%2Ccompress&q=75&sharp=10&s=9c5b694e50cfb2ccf2b0f56783602ef0,,,,,
66,RED CANZIAN Centoparole,"RED CANZIAN presenta alla Yachting Club di Sn Vito Taranto il suo libro ""Centoparole per raccontare una vita""",https://www.eventbrite.it/e/red-canzian-centoparole-tickets-1480476397759,2025-07-18T21:00:00,2025-07-18T23:00:00,564955493065,2025-07-10T10:52:37Z,2025-07-15T21:53:27Z,2025-07-10T10:55:21Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,False,,"RED CANZIAN presenta alla Yachting Club di Sn Vito Taranto il suo libro ""Centoparole per raccontare una vita""",,1070624793,49917371653,170597609,113,13999,1,1480476397759,https://www.eventbriteapi.com/v3/events/1480476397759/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1070624793%2F476158651977%2F1%2Foriginal.20250710-104909?auto=format%2Ccompress&q=75&sharp=10&s=5e57c88f6a7b888747486bc8bd2e7f52,,,,,
67,IL MUNACIELLO E LA BELLA 'MBRIANA,"Una contesa sul primato nella “tutela” della casa del compianto Pino Daniele, tra sfottò, dichiarazioni d’amore, esilaranti invenzioni.",https://www.eventbrite.it/e/il-munaciello-e-la-bella-mbriana-tickets-1466379413299,2025-08-01T19:00:00,2025-08-01T20:30:00,2826089644731,2025-07-05T10:31:24Z,2025-07-05T10:33:26Z,2025-07-05T10:33:26Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Una contesa sul primato nella “tutela” della casa del compianto Pino Daniele, tra sfottò, dichiarazioni d’amore, esilaranti invenzioni.",,1067056833,113391898711,277369483,105,5001,6,1466379413299,https://www.eventbriteapi.com/v3/events/1466379413299/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067056833%2F2826089584311%2F1%2Foriginal.20250705-102821?auto=format%2Ccompress&q=75&sharp=10&s=00438aa51b19db11743bdbd7f2749b07,,,,,
68,Danza che ti passa II edizione,"Le Due Bari - ""Danza che ti passa II edizione"" - Breathing Art Company",https://www.eventbrite.com/e/danza-che-ti-passa-ii-edizione-tickets-1446587124029,2025-07-18T21:00:00,2025-07-18T22:30:00,2820890846111,2025-06-30T10:42:56Z,2025-07-07T08:32:52Z,2025-07-07T08:32:52Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Le Due Bari - ""Danza che ti passa II edizione"" - Breathing Art Company",,1063217753,113201414591,276647853,105,5004,6,1446587124029,https://www.eventbriteapi.com/v3/events/1446587124029/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063217753%2F2820890664851%2F1%2Foriginal.20250630-104232?auto=format%2Ccompress&q=75&sharp=10&s=20824e31c943f71354bad14eba227fee,,,,,
69,Bluemotion – Nata vicino ai fantasmi. Nata tempesta.,Il diario che Giorgina P. ha ricostruito sulla sua scoperta di Tiresia nei versi dell’artista non-binary Kae Tempest. Da ascoltare in cuffia,https://www.eventbrite.com/e/biglietti-bluemotion-nata-vicino-ai-fantasmi-nata-tempesta-1462748132039,2025-07-17T19:30:00,2025-07-17T20:30:00,2825127013151,2025-07-04T08:07:52Z,2025-07-04T16:10:14Z,2025-07-04T08:12:23Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Il diario che Giorgina P. ha ricostruito sulla sua scoperta di Tiresia nei versi dell’artista non-binary Kae Tempest. Da ascoltare in cuffia,,1066780863,113364367331,277279963,105,5001,6,1462748132039,https://www.eventbriteapi.com/v3/events/1462748132039/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066780863%2F2825126962801%2F1%2Foriginal.20250704-161002?auto=format%2Ccompress&q=75&sharp=10&s=7856c8840369f931a66a659156ba04c1,,,,,
70,Rosalba Santoro – EchinCanto. La memoria che risuona,EXTRA NO ORDINARY SUMMER – Concerto in anteprima nazionale,https://www.eventbrite.com/e/rosalba-santoro-echincanto-la-memoria-che-risuona-tickets-1463837129259,2025-08-02T21:00:00,2025-08-02T23:00:00,2825127013151,2025-07-04T09:47:20Z,2025-07-04T16:36:17Z,2025-07-04T09:48:52Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,EXTRA NO ORDINARY SUMMER – Concerto in anteprima nazionale,,1066794983,113364367331,277287463,103,3007,6,1463837129259,https://www.eventbriteapi.com/v3/events/1463837129259/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066794983%2F2825126962801%2F1%2Foriginal.20250704-163535?auto=format%2Ccompress&q=75&sharp=10&s=a9e8cd219c50bb25bccecc4527bd354b,,,,,
71,STRADA CHIUSA 2025,"Festival di musica e cultura hip hop.
Onyx, Dope D.O.D. e molto altro, esibizioni di writers, contest di skate, break dance e basket!",https://www.eventbrite.it/e/biglietti-strada-chiusa-2025-1477998576529,2025-08-02T10:30:00,2025-08-02T23:30:00,2827784939301,2025-07-09T14:08:16Z,2025-07-11T17:15:51Z,2025-07-11T11:20:17Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,api,True,,"Festival di musica e cultura hip hop.
Onyx, Dope D.O.D. e molto altro, esibizioni di writers, contest di skate, break dance e basket!",,1070123423,113449468901,277889453,103,3008,5,1477998576529,https://www.eventbriteapi.com/v3/events/1477998576529/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1070123423%2F2827784606991%2F1%2Foriginal.20250709-184317?auto=format%2Ccompress&q=75&sharp=10&s=fa514a551ed72911d467bddb641a66f0,https://stradachiusa.eventbrite.it,,,,
72,""" CHIAMATEMI MIMI' """,con LISA MANOSPERTI Quintet,https://www.eventbrite.it/e/chiamatemi-mimi-tickets-1467554778849,2025-07-22T21:00:00,2025-07-22T22:30:00,2806552777311,2025-07-06T10:52:52Z,2025-07-06T10:56:49Z,2025-07-06T10:56:49Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,con LISA MANOSPERTI Quintet,,1067395533,112679224671,277427043,103,3002,6,1467554778849,https://www.eventbriteapi.com/v3/events/1467554778849/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067395533%2F2588892254881%2F1%2Foriginal.20250706-104840?auto=format%2Ccompress&q=75&sharp=10&s=b75b37c5e528af634d0323e18cd16429,,,,,
73,Gruppo di lettura su L'anniversario di Andrea Bajani,Il gruppo di lettura si riunisce da Feltrinelli Bari per discutere del libro vincitore del Premio Strega. A cura di Ilenia Caito.,https://www.eventbrite.it/e/biglietti-gruppo-di-lettura-su-lanniversario-di-andrea-bajani-1485729871039,2025-07-30T19:00:00,2025-07-30T20:30:00,373101146151,2025-07-12T07:05:58Z,2025-07-14T13:15:48Z,2025-07-12T07:11:25Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Il gruppo di lettura si riunisce da Feltrinelli Bari per discutere del libro vincitore del Premio Strega. A cura di Ilenia Caito.,,1072038773,31348895853,278278413,119,19006,11,1485729871039,https://www.eventbriteapi.com/v3/events/1485729871039/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072038773%2F373101146151%2F1%2Foriginal.20250712-071330?auto=format%2Ccompress&q=75&sharp=10&s=6386aff5045a2b6bae393bbbd579062f,https://bookclubbajani.eventbrite.it,,,,
74,IAC Centro Arti Integrate – EH-OH! In marcia per la pace,Eh – Oh! è uno spettacolo sul dramma vissuto da tutte le bambine e tutti i bambini che vivono in luoghi di guerra | ANTEPRIMA REGIONALE,https://www.eventbrite.com/e/biglietti-iac-centro-arti-integrate-eh-oh-in-marcia-per-la-pace-1463897339349,2025-08-05T20:30:00,2025-08-05T22:30:00,2825127013151,2025-07-04T09:55:09Z,2025-07-04T16:37:34Z,2025-07-04T09:57:34Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Eh – Oh! è uno spettacolo sul dramma vissuto da tutte le bambine e tutti i bambini che vivono in luoghi di guerra | ANTEPRIMA REGIONALE,,1066602673,113364367331,277288153,105,5001,6,1463897339349,https://www.eventbriteapi.com/v3/events/1463897339349/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066602673%2F2825126962801%2F1%2Foriginal.20250704-095340?auto=format%2Ccompress&q=75&sharp=10&s=7b03a23a04a6f58dda5ece157af8ffab,,,,,
75,VICOLO STRETTO,"Esplora il confine sottile tra l’affetto e il possesso, tra l’altruismo e il bisogno – spesso narcisistico – di sentirsi indispensabili”.",https://www.eventbrite.it/e/vicolo-stretto-tickets-1466357487719,2025-08-17T21:00:00,2025-08-17T22:30:00,2826089644731,2025-07-05T10:00:31Z,2025-07-05T10:02:10Z,2025-07-05T10:02:10Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Esplora il confine sottile tra l’affetto e il possesso, tra l’altruismo e il bisogno – spesso narcisistico – di sentirsi indispensabili”.",,1067050593,113391898711,277367253,113,13003,6,1466357487719,https://www.eventbriteapi.com/v3/events/1466357487719/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067050593%2F2826089584311%2F1%2Foriginal.20250705-095912?auto=format%2Ccompress&q=75&sharp=10&s=d493edf453dfc92a64bc1623b8ca62ac,,,,,
76,Berny - il coraggio di avere paura,Berny - il coraggio di avere paura a cura della Cooperativa Ventinovenove,https://www.eventbrite.it/e/berny-il-coraggio-di-avere-paura-tickets-1462745945499,2025-07-29T19:30:00,2025-07-29T22:30:00,630374245093,2025-07-04T07:50:38Z,2025-07-14T13:35:30Z,2025-07-04T07:53:13Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Berny - il coraggio di avere paura a cura della Cooperativa Ventinovenove,,1072971573,36162929843,93760559,105,5001,6,1462745945499,https://www.eventbriteapi.com/v3/events/1462745945499/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072971573%2F623592110163%2F1%2Foriginal.20250714-133319?auto=format%2Ccompress&q=75&sharp=10&s=f9181a5364e1bb7a493c7f646dfa9c77,,,,,
77,Polifonia Live,"Un concerto disegnato, un racconto che si fa musica e immagine.",https://www.eventbrite.it/e/polifonia-live-tickets-1462744370789,2025-07-24T20:00:00,2025-07-24T22:30:00,630374245093,2025-07-04T07:35:48Z,2025-07-14T13:32:44Z,2025-07-04T07:37:22Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Un concerto disegnato, un racconto che si fa musica e immagine.",,1072858493,36162929843,93760559,103,3003,6,1462744370789,https://www.eventbriteapi.com/v3/events/1462744370789/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072858493%2F623592110163%2F1%2Foriginal.20250714-095142?auto=format%2Ccompress&q=75&sharp=10&s=b4a5591990e10fbfdefac6036ce1bf39,,,,,
78,PIETRO VERNA quartet,"In questo concerto, Pietro Verna proporrà - accompagnato da eccellenti musicisti - un viaggio musicale nuovo e contaminato",https://www.eventbrite.it/e/biglietti-pietro-verna-quartet-1403659225529,2025-09-11T20:30:00,2025-09-11T22:30:00,716207652343,2025-06-07T13:39:57Z,2025-06-23T21:31:05Z,2025-06-07T13:42:28Z,,,live,EUR,True,True,False,480.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"In questo concerto, Pietro Verna proporrà - accompagnato da eccellenti musicisti - un viaggio musicale nuovo e contaminato",,1048005233,38427531863,273715833,103,3002,5,1403659225529,https://www.eventbriteapi.com/v3/events/1403659225529/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1048005233%2F112535757381%2F1%2Foriginal.20250607-134029?auto=format%2Ccompress&q=75&sharp=10&s=188bd74ef25716ac1dd19fa1a2b193c9,,,,,
79,Danza che ti passa II edizione,"Le Due Bari - ""Danza che ti passa II edizione"" - Breathing Art Company",https://www.eventbrite.com/e/danza-che-ti-passa-ii-edizione-tickets-1446689089009,2025-07-24T21:00:00,2025-07-24T22:30:00,2820890846111,2025-06-30T11:02:34Z,2025-07-07T08:37:08Z,2025-07-07T08:37:08Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Le Due Bari - ""Danza che ti passa II edizione"" - Breathing Art Company",,1063227393,113201414591,276650073,105,5004,6,1446689089009,https://www.eventbriteapi.com/v3/events/1446689089009/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063227393%2F2820890664851%2F1%2Foriginal.20250630-110217?auto=format%2Ccompress&q=75&sharp=10&s=481552f210d42dc547159012c95e6fdc,,,,,
80,Arabella Rustico & Cainã Cavalcante - La Sicilia incontra il Brasile,"Concerto inserito nella rassegna Mast Groove Connection II edz. - programma ""Le Due Bari 2025""",https://www.eventbrite.com/e/biglietti-arabella-rustico-caina-cavalcante-la-sicilia-incontra-il-brasile-1461868681579,2025-08-26T20:30:00,2025-08-26T23:00:00,2824425587301,2025-07-03T16:58:46Z,2025-07-09T09:23:10Z,2025-07-04T08:14:23Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Concerto inserito nella rassegna Mast Groove Connection II edz. - programma ""Le Due Bari 2025""",,1067876263,113344428731,277203273,103,3031,6,1461868681579,https://www.eventbriteapi.com/v3/events/1461868681579/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067876263%2F2824425466461%2F1%2Foriginal.20250707-102225?auto=format%2Ccompress&q=75&sharp=10&s=5d98d18552b21c7f15f15f379a7d876c,,,,,
81,SELMA HERNANDES IN CONCERTO,"per ""Componimenti sotto le stelle 2025"". Direttore Artistico Rocco Debernardis",https://www.eventbrite.com/e/selma-hernandes-in-concerto-tickets-1466870080899,2025-08-16T21:00:00,2025-08-16T22:30:00,2817354231901,2025-07-05T17:00:52Z,2025-07-05T17:04:57Z,2025-07-05T17:04:57Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"per ""Componimenti sotto le stelle 2025"". Direttore Artistico Rocco Debernardis",,1067155233,113074824621,277388723,103,3027,6,1466870080899,https://www.eventbriteapi.com/v3/events/1466870080899/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067155233%2F2817354080851%2F1%2Foriginal.20250705-165808?auto=format%2Ccompress&q=75&sharp=10&s=79740dd5de6659e12e3a78ac92ed0d5b,,,,,
82,INCONTRIAMOCI DAL VIVO!,Il nostro consulente sarà felice di ricevere quanti desiderano un incontro di persona per concludere l'iscrizione o ricevere info generali.,https://www.eventbrite.com/e/biglietti-incontriamoci-dal-vivo-1442751993049,2025-07-23T10:00:00,2025-07-23T14:00:00,2807415151971,2025-06-28T03:56:08Z,2025-06-28T04:07:54Z,2025-06-28T04:05:12Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,Il nostro consulente sarà felice di ricevere quanti desiderano un incontro di persona per concludere l'iscrizione o ricevere info generali.,,1061948203,112714701281,276496273,113,13999,11,1442751993049,https://www.eventbriteapi.com/v3/events/1442751993049/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1061948203%2F2807414920361%2F1%2Foriginal.20250627-141152?auto=format%2Ccompress&q=75&sharp=10&s=9045b917ca6dd2f5684f86d3ffc8f9a7,,,,,
83,"""ANEMA E CORE""",con GIUSEPPE MILICI Quartet,https://www.eventbrite.it/e/anema-e-core-tickets-1467556834999,2025-08-16T19:15:00,2025-08-16T20:30:00,2806552777311,2025-07-06T11:02:12Z,2025-07-06T11:04:22Z,2025-07-06T11:04:22Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,con GIUSEPPE MILICI Quartet,,1067397143,112679224671,277427383,103,3027,6,1467556834999,https://www.eventbriteapi.com/v3/events/1467556834999/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067397143%2F2588892254881%2F1%2Foriginal.20250706-105916?auto=format%2Ccompress&q=75&sharp=10&s=8db491a44742057b5e44c6c260ee9add,,,,,
84,I SOLISTI E L'ORCHESTRA,"con ANTONIO PUGLIA, GIOVANNI SARDO e SERGIO SCAPPINI diretta dal Maestro MAURIZIO DONES",https://www.eventbrite.it/e/i-solisti-e-lorchestra-tickets-1467553745759,2025-07-19T21:00:00,2025-07-19T22:30:00,2806552777311,2025-07-06T10:45:26Z,2025-07-06T10:47:24Z,2025-07-06T10:47:24Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"con ANTONIO PUGLIA, GIOVANNI SARDO e SERGIO SCAPPINI diretta dal Maestro MAURIZIO DONES",,1067394653,112679224671,277426753,103,3003,6,1467553745759,https://www.eventbriteapi.com/v3/events/1467553745759/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067394653%2F2588892254881%2F1%2Foriginal.20250706-104235?auto=format%2Ccompress&q=75&sharp=10&s=ed638e7ba9d37a308aca54fa6dc56d56,,,,,
85,Danza che ti passa II edizione,"Le Due Bari - ""Danza che ti passa II edizione"" - Breathing Art Company",https://www.eventbrite.com/e/danza-che-ti-passa-ii-edizione-tickets-1446657334029,2025-07-21T21:00:00,2025-07-21T22:30:00,2820890846111,2025-06-30T10:55:27Z,2025-07-07T08:35:55Z,2025-07-07T08:35:55Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Le Due Bari - ""Danza che ti passa II edizione"" - Breathing Art Company",,1063223403,113201414591,276649093,105,5004,6,1446657334029,https://www.eventbriteapi.com/v3/events/1446657334029/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063223403%2F2820890664851%2F1%2Foriginal.20250630-105348?auto=format%2Ccompress&q=75&sharp=10&s=b1a59fa5b75c2906b88fdaa2cc11b380,,,,,
